Glyma2.0	root	stem	flower	root_hairs	leaves	nodules	pod	seed	shoot_apical_meristem
Glyma.05g085700	2.32	39.5	1.64	6.51	4.75	8.63	95.67	4.09	1.95
Glyma.05g085800	0	0	0	0	0	0	0	0	0
Glyma.05g085900	0	0	0	0	0	0	0	0	0
Glyma.05g086000	0	0	0	0	0	0	0	0	0
Glyma.05g086100	0	0	0	0	0	0	0	0	0
Glyma.05g086200	0	0	0	0	0	0	0	0	0
Glyma.05g086300	0	0	0	0	0	0	0	0	0
Glyma.05g086400	0	0.46	0.4	0.03	2.39	0.15	1.2	0.2	0.62
Glyma.05g086500	0	0.01	0.02	0	0.14	0	0	0.03	0.01
Glyma.05g086600	0	0	0.23	0	0	0	0.07	0	0
Glyma.05g086700	0	0	0	0	0	0	0	0	0
Glyma.05g086800	0	0	0	0	0	0	0	0.62	0
Glyma.05g086900	9.97	16.38	5.67	8.24	7.68	10	26.74	13.1	9.22
Glyma.05g087000	0	0	0	0	0	0	0	0	0
Glyma.05g087100	7.1	9.26	6.43	12.46	12.55	9.68	8.14	11.99	11.51
Glyma.05g087200	0.07	0	0	0	0.04	0	0	0	0
Glyma.05g087300	89.66	73.46	51.37	49.38	40.82	65.5	61.01	68.75	50.37
Glyma.05g087400	2.07	2.56	1.83	2.3	2.86	2.07	3.67	4.81	4.2
Glyma.05g087500	1.78	2.78	1.34	1.48	2.07	2.67	1.6	2.96	2.71
Glyma.05g087600	5.34	8.02	6.91	6.25	9.04	6.69	7.17	9.61	7.01
Glyma.05g087700	0	0	0	0	0	0	0	0	0
Glyma.05g087800	0	0	0	0	0	0	0	0	0
Glyma.05g087900	0.34	0.07	0.03	0	0.03	0.02	0.1	0	0.08
Glyma.05g088000	8.4	8.6	17.2	10.24	14.96	11.98	13.82	13.24	12.58
Glyma.05g088100	0.22	1.32	32.69	2.09	0.03	0.03	32.5	76.2	1.28
Glyma.05g088200	0	0	0	0	0	0	0	0.06	0
Glyma.05g088300	2.54	4.59	2.76	3.72	3.57	3.53	3.89	4.74	4.74
Glyma.05g088400	4.02	0	0	0.21	0.01	7.57	0	0.02	0
Glyma.05g088500	0	0	0	0	0	0	0	0	0
Glyma.05g088600	0	0	0	0	0	0	0.02	0	0
Glyma.05g088700	6.96	3.5	2.12	3.86	4.42	3.11	4.39	2.8	3.07
Glyma.05g088800	3.14	0.57	0.33	1.97	0.58	0.54	2.85	1.72	0.9
Glyma.05g088900	0.04	0	0.01	0.02	0.06	0.02	0.07	0	0
Glyma.05g089000	420.56	404.4	247.6	751.2	384.9	453.03	470.26	683.41	485.77
Glyma.05g089100	6.36	6.19	4.24	6.06	3.71	7.37	3.98	5.32	11.87
Glyma.05g089200	6.77	22.64	8.95	7.95	10.4	8.02	14.84	5.38	5.55
Glyma.05g089300	3.42	5.88	5.5	4.82	5.91	4.75	5.32	5.82	6.28
Glyma.05g089400	14.91	11.88	10.17	9.76	9.23	9.01	11.07	15.04	8.07
Glyma.05g089500	0.03	0.03	0.07	0.06	0.13	0.06	0.22	0.3	0.02
Glyma.05g089600	0	0	0	0	0.21	0	0.02	0.07	0.08
Glyma.05g089700	8.5	7.41	8.14	6.33	5.05	5.79	7.08	8.63	6.1
Glyma.05g089800	0	0	2.87	0	0	1.52	0	3.97	1.74
Glyma.05g089900	7.99	9.55	6.59	7.07	5.74	8.09	9.89	9.83	11.83
Glyma.05g090000	1.98	2.48	2.5	2.61	2.68	3.42	3.24	3.5	3.83
Glyma.05g090100	0.04	0.01	0.41	0.03	0	0	0.09	0.01	0.42
Glyma.05g090200	0	0	0.04	0	0	0	0	0.17	0
Glyma.05g090300	0	0	0	0	0	0	0	0	0
Glyma.05g090400	1.87	1.53	0.49	1.13	1.69	0.4	0.93	1.12	1.96
Glyma.05g090500	11.86	14.66	15.38	14.71	17.27	10.89	16.88	15.55	11.73
Glyma.05g090600	11.8	5.92	14.57	3.72	17.08	4.97	10.73	8.41	6.78
Glyma.05g090700	0	0.39	0	0	0	0	0	0	0.43
Glyma.05g090800	3.58	13.85	7.35	7.5	1.45	7.52	22.08	57.78	22.82
Glyma.05g090900	1.61	4.77	2.77	2.5	0.78	2.69	8.83	21.86	7.57
Glyma.05g091000	0	0	0	0	0	0	0	0	0
Glyma.05g091100	81.21	38.63	62.03	30.84	37.27	37.89	27.22	16.28	23.6
Glyma.05g091200	3.65	3.75	11.07	4	8.84	3.24	10.96	5.24	13.36
Glyma.05g091300	0	0	0	0	0	0	0	0	0
Glyma.05g091400	0	0	0	0	0	0	0	0	0
Glyma.05g091500	0	0	0	0	0	0	0	0	0
Glyma.05g091600	7.73	6.09	19.15	6.86	15.23	7.54	7.37	11.78	15.56
Glyma.05g091700	0.7	0.92	0.57	0.62	0.7	0.57	1.02	3.38	1.09
Glyma.05g091800	0.86	5.28	0.67	1.95	1	0.89	1.74	2.4	3.31
Glyma.05g091900	0.2	0.05	0.37	0.09	0.05	0.11	4	0.29	0.05
Glyma.05g092000	0.18	0.03	0.46	0.14	0.1	0	5.41	0.32	0.03
Glyma.05g092100	0	0.4	0	0	1.81	0.41	14.48	3.12	0.43
Glyma.05g092200	37.8	11.25	24.45	22.19	7.59	15.83	64.81	30.08	9.68
Glyma.05g092300	6.11	3.32	9.17	4.05	1.64	3.45	59.86	10.33	2.25
Glyma.05g092400	0.2	0.45	0.17	0.01	0.48	0.05	2.04	1.51	11.18
Glyma.05g092500	0	0	0	0	0	0	0	0	0
Glyma.05g092600	0	0	0	0	0	0	0	0	0
Glyma.05g092700	0	0	0	0	0	0	0	0	0
Glyma.05g092800	0.31	2.48	0.19	1.63	0.24	2.58	3.16	1.38	2.69
Glyma.05g092900	0	0.32	0.41	0.9	0.19	0.71	3.89	4.89	0.12
Glyma.05g093000	3.47	10.09	2.99	4.16	5.78	2.54	12.96	13.08	5
Glyma.05g093100	0	0	0	0	0	0	0	0	0
Glyma.05g093200	0	0	0	0	0	0	0	0	0
Glyma.05g093300	0	0	0	0	0	0	0	0	0
Glyma.05g093400	0	0	0	0	0	0	0	0	0
Glyma.05g093500	0	0	0	0	0	0	0	0	0
Glyma.05g093600	0	0	0	0	0	0	0	0	0
Glyma.05g093700	0	0.12	0	0	0	0	0	0.22	0
Glyma.05g093800	0	0	0	0	0	0	0	0	0
Glyma.05g093900	0.24	0	0	0	0	0.24	0	0	0
Glyma.05g094000	9.79	10.5	7.18	6.94	14.39	15.6	10.27	4.31	3.77
Glyma.05g094100	0	0	0	0	0	0	0	0	0
Glyma.05g094200	0	0	0	0	0	0	0	0	0
Glyma.05g094300	1.85	0.23	0.05	4.05	0	1.52	0.51	0.09	0.86
Glyma.05g094400	4.83	4.61	2.6	0.87	2.53	0.65	1.21	0.18	0.25
Glyma.05g094500	0	0.12	0.29	0.21	3.28	0.35	8.77	5.18	0.24
Glyma.05g094600	0.12	0	0.45	0	0	0.03	0	0.08	0
Glyma.05g094700	0.08	0.39	0.04	0.15	0.69	0.13	1.12	0.11	0.53
Glyma.05g094800	0	0	0	0	0	0	0	0	0
Glyma.05g094900	1.95	0.04	0	8.25	0	0.89	0	0	0.04
Glyma.05g095000	0	0.05	0	0	0	0.05	0	0	0
Glyma.05g095100	0	0	0	0.09	0	0.37	0	0	0
Glyma.05g095200	0	0	0	0	0	0.29	0	0	0
Glyma.05g095300	0	0	0	0	0	0	0	0	0
Glyma.05g095400	0.42	0.97	0.31	0.5	0.43	0.4	0.17	0.59	0.77
Glyma.05g095500	1.79	4.75	0.17	5.57	0.22	1.14	0.67	1.87	1.24
Glyma.05g095600	0	0.31	0.61	0.62	0.63	0.04	0.05	5.23	0.11
Glyma.05g095700	0	0	0	0	0	0	0	0	0
Glyma.05g095800	19.71	19.9	2.33	9.86	8.25	10.02	6.63	0.58	3.88
Glyma.05g095900	18.46	23.26	2.33	8.26	9.09	12.57	6.62	0.79	4.55
Glyma.05g096000	5.81	11.55	9.82	12.33	17.11	10.98	13.3	13.24	7.88
Glyma.05g096100	0	0	0	0	0	0	0	0	0
Glyma.05g096200	0	0	0	0	0	0	0	0	0
Glyma.05g096300	5.91	7.03	6.49	8.47	8.32	6.68	6.69	3.61	8.14
Glyma.05g096400	0	0	0	0	0	0.19	0.05	0	0.1
Glyma.05g096500	12.55	21.29	23.71	18.82	47.96	17.91	4.44	3.52	12.6
Glyma.05g096600	1.58	0.73	0.49	0.79	0.75	0.81	0.45	0.57	0.69
Glyma.05g096700	0	0	0	0	0	0	0.01	0	0.01
Glyma.05g096800	2.64	4.75	1.9	23.68	0.12	2.57	7.46	12.37	3.39
Glyma.05g096900	4.75	7.62	8.22	7.9	9.14	8.02	12.37	15.32	9.42
Glyma.05g097000	0	0	0	0	0	0	0	0	0
Glyma.05g097100	7.52	3.7	12.2	3.62	10.47	4.06	3.36	2.06	2.69
Glyma.05g097200	0	0	0.03	0	0.02	0.05	0.11	0.08	0
Glyma.05g097300	5.73	5.86	3.15	8.58	1.76	14.57	11.01	32.91	20.69
Glyma.05g097400	2.34	6.05	1.35	10.6	0.75	17.57	9.44	1.8	2.69
Glyma.05g097500	0	0.02	0.01	0.02	0	0.01	0.01	0.01	0.01
Glyma.05g097600	0	0	0.9	0.09	0.11	0	0	0	0
Glyma.05g097700	0	0	0	0	0	0	0	0	0
Glyma.05g097800	0.67	2.83	2.15	0.91	4.91	0.78	2.97	8.65	3.37
Glyma.05g097900	0	0	0	0	0	0	0	0.18	0
Glyma.05g098000	0	0	0	0	0	0	0	0	0
Glyma.05g098100	0	0	0	0	0	0	0	0	0
Glyma.05g098200	20.26	19.48	29.23	8.13	16.02	7.88	8.69	11.96	26.33
Glyma.05g098300	0	0	0	0	0	0	0	0	0
Glyma.05g098400	0	0	0	0	0	0	0	0	0
Glyma.05g098500	0	0	0	0	0	0	0	0	0
Glyma.05g098600	1.34	2.26	6.49	4.13	7.04	1.6	13.71	0.05	8.97
Glyma.05g098700	2.83	0.96	0.26	2.15	0.02	1.02	0.48	1.26	2.8
Glyma.05g098800	5.9	8.21	8.15	7.21	17.07	11.6	11.13	6.85	11.77
Glyma.05g098900	0	0.07	0.03	0.06	0.12	0.04	0.13	0.07	0.07
Glyma.05g099000	4.86	3.38	2.56	7.21	3.94	9.52	3.21	5.12	5.04
Glyma.05g099100	0	0	0	0	0	0	0	0	0
Glyma.05g099200	0.41	0.8	1.02	0.5	3.14	0.41	16.47	8.06	0.63
Glyma.05g099300	1.59	0.02	1.47	0.89	7.65	0.48	0.04	0.02	0
Glyma.05g099400	0	0	0	0	0	0	0	0	0
Glyma.05g099500	67.49	52.45	21.63	70.16	29.47	45.94	34.88	58.89	48.76
Glyma.05g099600	0	0	0	0	0	0	0	0	0
Glyma.05g099700	0.51	2.94	2.26	1.95	5.05	2.12	1.29	0	0.27
Glyma.05g099800	0.25	0.41	0.7	0.43	0.72	0.33	0.61	1.25	0.72
Glyma.05g099900	0.02	0.06	0.19	0.02	0.82	0.07	0.05	0	0.02
Glyma.05g100000	0.05	0.13	0.19	0.09	2.44	0.05	0.08	0.37	0.19
Glyma.05g100100	0	0	0	0	0	0	0	0	0
Glyma.05g100200	0.17	0	0	0.01	0	0.01	0	0.01	0
Glyma.05g100300	0	0.01	0	0	0	0	0.01	0	0
Glyma.05g100400	9.29	4.72	6.04	7.68	9.78	6.04	4.12	4.98	4.31
Glyma.05g100500	6.19	6.99	9.38	7.45	11.79	12.94	9.72	10.25	11.21
Glyma.05g100600	0	0	0	0	0	0	0	0	0
Glyma.05g100700	0	0	0	0.03	0	0.89	0	0	0
Glyma.05g100800	0	0	0	0	0	0	0	0	0
Glyma.05g100900	0.68	4.87	0.05	8.21	1.83	5.93	0.07	0.02	0.99
Glyma.05g101000	0	0	0	0	0	0	0	0	0
Glyma.05g101100	0	0	0	0	0	0	0	0	0
Glyma.05g101200	0	0	0.1	0	0	0	0.06	0.07	0
Glyma.05g101300	4.75	0.18	3.85	2.8	2.7	0.77	0.29	1.96	0.47
Glyma.05g101400	0	0.14	0	0.05	0	0	0	0	0.01
Glyma.05g101500	0	0	0	0	0	0.04	0	0	0
Glyma.05g101600	0	0	0	0	0	0	0	0	0
Glyma.05g101700	5.7	6.94	8.44	12.17	20.23	10.67	15.82	12.93	14.5
Glyma.05g101800	5.25	4.29	4.92	4.4	5.33	3.66	4.94	6.63	7.18
Glyma.05g101900	3.68	5.44	4.8	4.11	6.16	3.68	4.26	2.98	3.29
Glyma.05g102000	38.51	16.72	14.94	33.81	17.35	27.41	15.1	25.08	23.29
Glyma.05g102100	62.43	434.98	12.65	193.73	9.04	105.92	168.12	44.78	83.34
Glyma.05g102200	0	0	0.03	0	0	0	0	0	0
Glyma.05g102300	0.13	4.63	0.75	1.63	0.34	3.55	0.01	0.09	0.1
Glyma.05g102400	3.43	3.97	5.45	3.86	4.95	4.25	5.39	5.87	4.4
Glyma.05g102500	0	0	1.04	0	0	0	0	0	0
Glyma.05g102600	5.55	3.29	2.85	2.7	2.92	2.87	2.03	1.53	2.78
Glyma.05g102700	0	0	0.04	0	0.01	0	0.01	0	0
Glyma.05g102800	28.51	1.76	2.02	5.85	2.01	5.43	2.63	1.6	8.17
Glyma.05g102900	0.24	0.39	0.51	0.08	1.19	0.04	1.36	0.08	0.39
Glyma.05g103000	0.2	3.19	1.08	0.54	4.24	0.75	1.32	0.66	2.34
Glyma.05g103100	1.48	0.15	0.96	0	2.56	0.46	0	1.14	0
Glyma.05g103200	10.01	16.02	5.9	17.29	4.05	19.86	22.15	33.62	35.34
Glyma.05g103300	9.11	2.3	0.44	14.62	3.78	21.73	4.65	2.11	1.46
Glyma.05g103400	0.05	0.03	4.68	0.74	0.45	0.72	0.6	2.43	1.89
Glyma.05g103500	2.63	0.89	2.25	1.1	1.5	2.15	1.51	1.75	2.32
Glyma.05g103600	268.87	34.79	18.68	182.69	400.37	292.14	2.79	2.79	6.16
Glyma.05g103700	0.1	0	0	0.07	0.03	0.42	0	0	0
Glyma.05g103800	1.64	3.08	0.42	1.89	0.37	0.81	2.23	1.52	2.26
Glyma.05g103900	5.05	3.14	2.06	4.06	0.68	5.36	1.82	1.41	18.93
Glyma.05g104000	1.32	6.97	1.15	1.15	0.56	0.76	1.22	0.53	1.25
Glyma.05g104100	1.27	2.53	2.34	2.33	7.01	1.43	2.29	2.93	3.03
Glyma.05g104200	21.52	26.96	37.11	21.54	33.31	17.45	29.39	27.43	22.76
Glyma.05g104300	64.09	42.73	117.65	31.39	45.19	53.5	35.62	74.93	34.71
Glyma.05g104400	14.9	10.37	6.55	13.28	9.62	9.26	9.57	6.1	8.18
Glyma.05g104500	0	0	0	0	0	0	0	0	0
Glyma.05g104600	28.34	22.09	25.56	23.83	19.67	19.38	14.41	14.95	16.69
Glyma.05g104700	2.9	1.58	2.51	1.73	1.55	1.56	0.96	1.34	1.34
Glyma.05g104800	0.07	0.32	0.04	0.22	0.32	0.48	0.05	0.12	0.26
Glyma.05g104900	4.8	4.3	2.99	4.62	4.82	3.85	3.37	4.98	4.44
Glyma.05g105000	2.85	4	17.91	6.79	3.04	1.66	3.26	3.69	15.59
Glyma.05g105100	0.29	2.71	0.35	1.86	0.24	0.75	2.55	1.23	1.04
Glyma.05g105200	0.01	0	0.07	0.01	0.01	0.01	0	0	0
Glyma.05g105300	5.24	13.73	13.4	3.58	5.59	5.31	3.61	1.89	3.38
Glyma.05g105400	0	3.07	3.37	1.23	0	1.58	4.71	37.24	10.31
Glyma.05g105500	4.32	3.2	4.36	3.91	4.22	4.34	3.12	4.76	4.97
Glyma.05g105600	12.8	1.99	1.13	4.31	0.9	2.31	0.96	2.09	9.71
Glyma.05g105700	1.77	2.3	0.68	1.41	2.37	1.59	2.61	4.6	2.48
Glyma.05g105800	33.84	29.4	11	16.4	11.92	21.52	17.67	14.51	24.1
Glyma.05g105900	0.45	0.95	1.2	0.57	1.53	0.91	1.05	1.16	1.08
Glyma.05g106000	2.22	1.88	1.93	2.57	2.55	4.74	2.25	4.44	2.13
Glyma.05g106100	43.81	33.22	15.54	43.66	18.76	45.53	28.14	42.95	33.67
Glyma.05g106200	0	0	0	0	0	0	0	0	0
Glyma.05g106300	0	0	0	0	0	0	0	0	0
Glyma.05g106400	0	0	0	0	0	0	0	0	0
Glyma.05g106500	0.87	4.67	0.21	2.42	0.42	2.84	0.42	0.04	0.31
Glyma.05g106600	0	0	0	0	0	0	0	0	0
Glyma.05g106700	1.16	11.8	16.41	1.75	2.23	3.74	14.49	2.34	10.94
Glyma.05g106800	1.46	5.02	0.53	1.08	0.07	0.43	7.71	0.24	1.13
Glyma.05g106900	0	0.02	0	0.03	0	0.05	0	2.87	0
Glyma.05g107000	0.99	1.58	3.07	0.58	2.31	0.75	4.46	8.85	7.75
Glyma.05g107100	0	0	0	0	0	0	0	0	0
Glyma.05g107200	0	0	0	0	0	0	0	0	0
Glyma.05g107300	0.39	0.66	0.34	0.77	0.27	0.69	1.16	2.29	2.19
Glyma.05g107400	0.14	0.08	0	0.07	0.08	0.16	0.17	0.07	0.61
Glyma.05g107500	13.61	0.03	0.02	0.43	9.79	0.62	0	0	0.03
Glyma.05g107600	5.26	0	0.06	2.41	0.1	0.34	0.03	0.04	0.18
Glyma.05g107700	4.25	2.96	2.17	4.14	6.9	3.7	2.54	3.44	3.27
Glyma.05g107800	0	0.06	3.14	0	3.38	0	0.1	0	0.12
Glyma.05g107900	0	0	0	0	0	0	0	0	0
Glyma.05g108000	0	0.32	0.11	0.26	3.43	0.64	0.1	0.16	0.02
Glyma.05g108100	0	0	0	0	0	0	0	0	0
Glyma.05g108200	0.2	0.57	0.14	26.61	36.03	46.88	0.14	0.47	0.34
Glyma.05g108300	0	0	0	0	0	0	0	0	0
Glyma.05g108400	0	4.77	0.25	0.66	22.54	0.94	1.81	0	0.31
Glyma.05g108500	0	0.08	0.05	0.07	0	0.06	0.05	0.13	0.25
Glyma.05g108600	0.89	8.59	0.85	1.33	0.29	1.75	2.33	4.49	14.16
Glyma.05g108700	0	0	0	0	0	0	0	0	0
Glyma.05g108800	47.32	25.63	4.02	24.82	6.52	15.69	13.73	8.59	8.94
Glyma.05g108900	3.82	0.13	0.18	2.58	0.19	0.97	0.2	0.07	0.41
Glyma.05g109000	0	0	0	0	0	0	0.16	0	0
Glyma.05g109100	0	0.34	0.02	0.21	0	0.02	0.43	0.08	0.56
Glyma.05g109200	0.06	0.14	0	0.52	0.09	0.84	0.08	0.36	0.88
Glyma.05g109300	7.88	7.59	7.96	6.54	9.38	7.16	7.54	7.57	9.03
Glyma.05g109400	0	0.03	0	0	0	0	0.06	0	0.03
Glyma.05g109500	5.8	32.58	7.88	8.75	21.27	4.32	14.67	8.04	15.17
Glyma.05g109600	5.6	0.44	8.75	0	0.17	0.08	3.44	0.01	24.31
Glyma.05g109700	0	0.07	0	0	0	0	0	0	0.07
Glyma.05g109800	0.3	0.65	0.48	0.26	1.62	0.4	0.4	0.21	0.74
Glyma.05g109900	0.1	0	0.15	0.14	0	0.05	0.37	0.52	1.78
Glyma.05g110000	7.15	15.94	2.52	13.71	8.05	9.04	25.36	8.3	13.02
Glyma.05g110100	253.22	155.69	93.42	179.58	94.26	158.93	78.12	118.73	101.89
Glyma.05g110200	397.27	370.28	76.24	383.3	78.77	263.88	477.03	606.21	371.03
Glyma.05g110300	0	0	0	0	0	0	0	0	0
Glyma.05g110400	1.82	25.03	4.33	8.97	3.28	8	32.54	13.49	19.49
Glyma.05g110500	0	0	0	0	0	0	0	0	0
Glyma.05g110600	11.82	0.06	0.07	1.06	0.11	1.11	2.62	0.08	0
Glyma.05g110700	1.18	0.07	0.3	1.64	0.04	0.62	0.32	22.46	1.89
Glyma.05g110800	0	0	0	0	0	0	0	0	0
Glyma.05g110900	54.16	7.87	4.44	28.98	0.99	19.2	7.6	6.52	15.22
Glyma.05g111000	1.78	0.73	0.65	0.69	0.88	1.13	1.66	1.61	0.97
Glyma.05g111100	0.02	0.02	0.02	0.02	0	0	0.08	0.03	0
Glyma.05g111200	1.43	0.63	0.56	0.94	0.52	0.95	1.23	2.02	1.26
Glyma.05g111300	0	0	0	0	0	0	0	0	0
Glyma.05g111400	0	0	0	0	0	0	0.21	3.17	1.95
Glyma.05g111500	10.92	0.05	0	13.71	1.13	16.86	0.04	0.04	0.03
Glyma.05g111600	0	0	0	0	0	0	0	0	0
Glyma.05g111700	1.62	0	0	0.33	0	1.89	0	0	0
Glyma.05g111800	3.91	5.48	2.66	7.24	1.82	6.99	5.52	6.13	8.77
Glyma.05g111900	38.48	28.67	22.46	24.54	23.68	23.5	25.09	20.73	20.01
Glyma.05g112000	4.33	0.05	1.24	1.85	1.08	0.12	3.47	19.48	0.02
Glyma.05g112100	11.74	21.53	18.81	13.87	55.68	11.73	21.09	30.84	38.58
Glyma.05g112200	2.95	6.18	13	7.27	12.1	16.35	42.03	0.49	12.17
Glyma.05g112300	0	0	0	0	0	0	0.02	0	0
Glyma.05g112400	7.83	7.53	15.31	5.83	8.18	7.65	9.45	12.42	6.56
Glyma.05g112500	0.4	0	0.02	0.12	0	0.21	0	0.01	0
Glyma.05g112600	8.55	8.26	5.84	7.4	5.34	7.22	8.44	8.03	6.09
Glyma.05g112700	0.19	0.04	0.08	0.09	1.01	0.13	0.6	0.04	0.47
Glyma.05g112800	0	0	0	0	0.56	0	0	0	0
Glyma.05g112900	0	0	0	0	0	0	0	0	0
Glyma.05g113000	0.08	2.04	0.18	0.47	2	1.02	0.39	0.67	0.21
Glyma.05g113100	0	0	0	0	0	0	0.06	0.14	0
Glyma.05g113200	0	0	0	0	0	0	0	0	0
Glyma.05g113300	1.88	4.6	4.48	3.51	20.56	2.05	5.22	4.35	11.13
Glyma.05g113400	12.61	4.17	3.47	8.28	1.92	7.38	5.01	15.31	3.69
Glyma.05g113500	0	0	0.22	0.03	0.12	0	0.02	0.94	0
Glyma.05g113600	22.2	15.05	20.77	11.89	12.18	14.93	15.46	18.7	12.06
Glyma.05g113700	48.32	19.77	43.38	21.91	19.9	24.1	14.59	75.34	9.42
Glyma.05g113800	0	0	0	0	0	0	0	0	0
Glyma.05g113900	0	0	0	0	0	0	0	0	0
Glyma.05g114000	0.88	119.81	3.55	14.48	2.27	14.09	8.13	0.17	3.01
Glyma.05g114100	0.31	0.08	0	0.2	0.33	0.16	0.09	0.07	0.24
Glyma.05g114200	0	0	0.02	0	0.07	0	0.06	0	0.07
Glyma.05g114300	5.12	2.63	1.1	5.47	2.23	4.08	2.1	2.47	2.51
Glyma.05g114400	0.2	0.41	0.3	0.85	0.05	0.26	0.67	2.19	0.58
Glyma.05g114500	1.86	22.25	2.12	6.11	1.52	3.83	13.96	3.92	4.32
Glyma.05g114600	0	0	0	0.16	0	0	0	0	0
Glyma.05g114700	10.2	11.48	3.02	11.07	15.14	12.94	10.74	13.39	12.62
Glyma.05g114800	4.68	0.38	2.06	0.8	1.38	1.11	0.07	0.22	0.64
Glyma.05g114900	551.76	487.2	209.43	876.28	496.61	486.01	377	811.34	439.12
Glyma.05g115000	9.2	9.3	7.37	14.82	9.65	15.96	9.23	18.68	10.25
Glyma.05g115100	33.98	17.04	8.57	15.58	16.09	14.05	13.73	11.44	11.16
Glyma.05g115200	11.75	8.97	5.18	14.39	9.42	15.52	11.55	16.53	14.23
Glyma.05g115300	0.03	0	0.01	0	0.03	0	0.08	0.04	0
Glyma.05g115400	0	0	0	0	0	0	0	0	0
Glyma.05g115500	0.05	0.05	0.22	0	0	0.03	0.29	0.86	0.49
Glyma.05g115600	0	0	0	0	0	0	0	0	0
Glyma.05g115700	72.37	17.81	51.01	29.1	15.6	33.8	15.95	13.71	11.8
Glyma.05g115800	0	0	0	0	0	0	0	0	0
Glyma.05g115900	0	0	0	0	0.04	0	0	0	0
Glyma.05g116000	0	0	0	0	0	0	0	0	0
Glyma.05g116100	0	0	0	0	0	0	0	0	0
Glyma.05g116200	0	0	0	0	0	0	0	0	0
Glyma.05g116300	6.96	20.95	9.93	0	0.45	0	51.1	0	48.09
Glyma.05g116400	0	0	0	0	0.76	0	0.18	0	0
Glyma.05g116500	0	0	0	0	0	0	0	0	0
Glyma.05g116600	0	0	0	0	0	0	0	0	0
Glyma.05g116700	2.3	7.88	3.13	3.93	6.35	5.71	6	4.81	5.66
Glyma.05g116800	42.83	15.27	41.47	11.53	35.75	16.37	9.69	6.48	10.33
Glyma.05g116900	1.89	0.3	1.14	1.59	0.59	1.85	1.27	28.71	1.03
Glyma.05g117000	14.02	13.3	28.38	9.42	13.38	11.2	11.89	10.2	9.21
Glyma.05g117100	0	0	0.07	0	0	0.29	0	0	0
Glyma.05g117200	0.17	0.11	0.26	0	0.25	0	0.12	0	0.11
Glyma.05g117300	0.97	1.8	1.76	0.94	2.96	1.44	2.92	1.1	1.24
Glyma.05g117400	1.31	2.05	3.19	1.53	4.06	2.52	4.35	2.37	2.57
Glyma.05g117500	7.49	7.93	9.8	7.72	9.02	9.23	9.79	9.4	8.58
Glyma.05g117600	19.55	22.61	21.25	27.97	20.88	20.75	20.63	26.34	25.28
Glyma.05g117700	0.6	1.4	0.78	0.39	3.13	1.09	0.68	0.55	0.96
Glyma.05g117800	0	0	0	0	0	0	0.13	0.05	0
Glyma.05g117900	13.29	15.84	10.85	14.77	16.53	13.22	15.11	19.78	11.92
Glyma.05g118000	0.7	1.65	2.33	1.1	1.55	1.17	1.95	1.14	1.39
Glyma.05g118100	15.47	14.88	10.62	17.53	15.11	16.82	12.25	24.65	19.21
Glyma.05g118200	0.48	2.47	1.67	0.96	0.32	3.22	4.08	6.06	2.53
Glyma.05g118300	0.66	3	5.02	0.42	2.67	1.33	5.54	1.57	3.45
Glyma.05g118400	6.03	5.7	5.53	6.82	6.42	6.76	4.98	7.06	8.26
Glyma.05g118500	32.5	15	29.94	20.71	31.75	19.29	13.09	18.75	14.66
Glyma.05g118600	5.94	7.44	2.3	11.45	4.71	4.23	4.99	13.75	6.56
Glyma.05g118700	5.37	8.95	5.83	8.26	9.09	5.48	7.47	5.4	6.23
Glyma.05g118800	0.21	0.11	0.21	0.09	1.75	0	0.24	0.48	4.11
Glyma.05g118900	0.53	0	1	0.21	1.46	0	0.29	0	6.45
Glyma.05g119000	0.57	2.3	0.52	0.87	1.2	0	3.44	14.15	6.32
Glyma.05g119100	12.51	190.43	3.29	46.25	3.37	35.11	16.58	24.5	14.77
Glyma.05g119200	3.35	0.12	1.43	3.51	39.51	2.55	0.04	0	0.17
Glyma.05g119300	0.33	0	0.3	1.45	0.04	0.66	0.05	6	0.11
Glyma.05g119400	11.75	4.59	6.11	4.59	4.74	5.62	4.44	3.3	3.15
Glyma.05g119500	0.69	1.43	1.7	0.49	16.54	0.69	1.37	0.1	0.54
Glyma.05g119600	0.07	0.7	2.42	0.37	1.42	0.7	0.92	0.05	0.73
Glyma.05g119700	0	0	0	0	0	0	0	0	0
Glyma.05g119800	0.1	0.02	0.03	0	0.14	0	0.03	0.03	0
Glyma.05g119900	0	0	0	0.15	0	1.21	0	0	0
Glyma.05g120000	0	0	0	0.37	0	0.76	0	0	0
Glyma.05g120100	31.06	46.14	28.13	24.03	44.57	26.66	26.98	6.54	18.32
Glyma.05g120200	0.3	0.25	0.37	0.17	0.75	0.35	0.07	0.04	0.19
Glyma.05g120300	1.88	3.21	4.99	2.83	7.9	1.87	4.7	1.77	7.3
Glyma.05g120400	0.36	0.64	1.16	0.68	1.29	0.5	0.67	0.62	1.43
Glyma.05g120500	0.29	1.44	4.44	1.45	1.48	2.4	0.06	0.12	0.69
Glyma.05g120600	4.66	11.15	4.71	7.38	10.78	7.07	9.46	8.78	6.46
Glyma.05g120700	101.81	54.2	27.89	124.77	59.04	78.66	32.84	150.71	57.52
Glyma.05g120800	4.76	2.61	7.88	5.51	2.49	3.1	1.44	5.25	2.6
